,Name,Country,State,Region,Constituent counties / (boroughs),Historic colonies,Settled,Consolidated,Named for, • Type, • Body, • Mayor, • Total, • Land, • Water, • Metro,Elevation[3], • Estimate (2018)[7], • Rank, • Density, • MSA (2018), • CSA (2018),Demonym(s),Time zone, • Summer (DST),ZIP Codes,Area code(s),FIPS code,GNIS feature ID,Major airports,Commuter rail,Rapid transit,"GDP (City, 2015)","GMP (Metro, 2017)",Largest borough by area,Largest borough by population,Largest borough by GDP (2015),Website,County,CSA,MSA,Pueblo,City status,Incorporated, • City Attorney, • City Controller,Elevation[8],Highest elevation[9],Lowest elevation[9], • Estimate (2017)[11], • Urban[12], • Metro[13], • CSA[14],Area codes,GNIS feature IDs,Counties,Incorporated (town),Incorporated (city),Founded by, • City Clerk, • City Treasurer, • City, • Urban,Elevation[2] (mean),Highest elevation– near Blue Island,Lowest elevation– at Lake Michigan, • Estimate (2018), • CSA,ZIP Code Prefixes,Major Airports,Commuter Rail,Elevation, • Demonym,Interstates,U.S. routes, • State Capital,Elevation[2], • Estimate (2017)[4],ZIP codes,GNIS ID(s),Major airport,Secondary Airports,U.S. Highways,State Routes,Historic countries,Historic colony,Founded, • Consolidated city-county, • Estimate (2017)[8],ZIP code,U.S. Routes,Foundation, • City Manager, • City Council,Zip Codes,Primary Airport,Established, • City Council[5], • State Assembly Members, • State Senators,Elevation[7],Highest elevation[8],Lowest elevation, • Estimate (2017)[10],ZIP Codes[11], • Estimate (2017)[2],Primary airport,Secondary airport,Metro,Pueblo founded,Founded as, • Assemblymembers[4],Elevation[6],Lowest elevation[7],Rapid Transit, • City manager, • State capital city, • Estimate (2017[2]),Consolidated[2],Elevation[1], • Estimate (2017)[6],Demonyms,Airport,Waterways,Passenger Rail, • Estimate (2018)[13],Mission, • Supervisors[6], • Assembly members[7][8], • State senator, • United States Representatives[9][10], • City and county,Elevation[12],Highest elevation[13],Lowest elevation[13],ZIP Codes[15],GDP,City-county consolidation, • State capital and Consolidated city-county, • Estimate (2017)[7], • Deputy mayors,Highest elevation, • Estimate (2018)[4],Area code,City and County, • State capital and consolidated city-county,Elevation[12][13], • Estimate (2018)[15],Residence Act,Organized,Home Rule Act, • D.C. Council, • U.S. House, • Federal capital city and federal district,Settled (town), • Council, • Estimate (2018)[3],Metropolitan area,First settlement,Settled as Franklin,Renamed El Paso,Town Laid out,Population (2010)[3],Secondary Airport,ZIP code(s), • Vice Mayor, • Consolidated, • Balance,Other main roadways,Public transit,Regional rail,Bioregion, • Commissioners, • Auditor,Highest elevation[4],Lowest elevation[5] (Columbia River),Interstate Spurs,Major State Routes, • Estimate (2018)[5], • Estimate (2017)[5],Interstate Highways,Other major highways, • Metro Council, • GMP,ZIP code prefixes,USDA hardiness zones,Airports,City,Independent city, • Houses of Delegates, • State Senate, • Independent city,Elevation[5], • Estimate (2017)[3], • State House, • Ethnicities[3],Railway station, • City council[4], • Metro[9],ZIP Codes[10],Chartered, • City Council[4], • Urban[8], • CSA[10],Light Rail,Terminus,Marthasville,City of Atlanta, • State capital and city, • Urban density, • Metro density,County[4], • Home rule municipality, • Estimate (2016)[8],ZIP codes[9],Highways, • Metropolitan city, • MSA, • City council[8], • City auditor, • City prosecutor,Elevation[10], • Estimate (2017)[12], • CSA[13],ZIP Codes[14],Incorporated (as town),Incorporated (as city), • Estimate (2018)[2], • Assemblymembers, • U. S. rep., • Estimate (2017)[14], • Council President,Public transportation, • Estimate (2016)[2],Incorporated (Village),Incorporated (Town),Incorporated (City), • Legislative,Public Transit,Parish, • Consolidated city-parish, • Estimate (2017), • City and county seat,GNIS ID, ,Re-incorporated, • Finance director, • City clerk, • Urban[11], • Metro[12],Platted, • Home Rule Municipality, • United States representatives[6], • State senators[7], • Assemblymembers[8],ZIP codes[13], • Estimate (2016)[7],ZIP codes[8], • City council[5], • Estimate (2017)[9], • City council, • Assemblymember,Elevation[16], • Estimate (2017)[18]," • President, Board of Aldermen", • Comptroller,Highest elevation[6],Historic empires,Municipal incorporation,ZIP Code,Expressways,Transit,Rail, • Estimate (2016)[3],Borough, • Alaska Senate, • Alaska House, • Consolidated city-borough, • Estimate (2018)[6],Geocode,Renamed, • U.S. Congress, • Estimate (2018)[6][α], • Urban[β], • CSA density,Unincorporated,Re-Incorporated, • City Council[2],Elevation[4], • Mayor Pro Tempore, • City council members[6], • Estimate (2018)[9],ZIP codes[10],Sphere of influence,Reincorporated, • Administrator, • Municipal clerk,Area rank,Elevation[9], • Density rank, • Estimate (2015)[3], • Deputy City Managers, • City Council Members,Townships,Founding, • Deputy Mayor, • Business Administrator,Elevation[18], • Estimate (2017)[22],Re-Incorporated as City,Settled as, • Police chief,Municipality,First settled (village), • Estimate (2017)[1], • Town, • Estimate (2016)[4], • Estimate (2016)[6],Incorporation, • Councilmembers, • United States representatives, • Estimate (2016)[12],Interstate(s),U.S. Route(s), • Mayor-President, • Consolidated city-parish[n 1][1], • Total[n 2],Population (2010)[4], • Estimate (July 2017)[5],Official tree, • Senate, • House, • Treasurer, • City attorney,GNIS IDs[7][11],FIPS code[7][11], • City Council[7], • Mayor Pro-Tem, • City council[3],ZIP Codes[8], • City treasurer,Incorporated as a village,Incorporated as a city, • City council[2], • City council[9],Elevation[11], • Estimate (2017)[13],ZIP codes[14], • Urban (2010), • Councilmember Place 1, • Councilmember Place 2, • Councilmember Place 3, • Councilmember Place 4, • Estimate (2018)[1],Major State Highways,Incorporated (village),"[[Federal Infor
mation Processing Standards|FIPS code]]",Demonym,Logo,Wikimedia Commons,Township,Established (Twickenham), • CSRA, • Change 2011–2014, • Estimate (2016)[5], • Estimate (2013)[2],Elevation(lowest)[4],Seaports,Parishes," • Estimate (April 1, 2019)[1]", • Estimate (2016)[10],Zip code,FIPS code[11],GNIS feature ID[12],Incorporated as a town,"FIPS code
0", • Estimate (2018)[5][α], • Estimate (2019)[4], • City council[6],City flower, • Estimate (2016[3]),Zip codes,District, • Chief Of Police, • Fire Chief,ZIP Codes[7],Unofficially incorporated (village),Commissioned, • Mayor pro tem,ZIP Codes[6],Incorporated (Independent city), • Virginia Senate, • Delegate, • U.S. Senate,Flower,County Routes,Founded:,Incorporated:, • Metro[7], • Estimate (2018)[10], • Metro[11], • Vice mayor, • Consolidated city–county,ZIP Code(s),U.S. state,Major highways, • Texas State Representative, • Texas State Senator, • U.S. Representative, • City Mayor, • Common Council, • City Council[1],ZIP codes[15], • Vice-Mayor, • City Council[3], • City and County seat,Counties[1],ZIP codes[6], • State Senator, • U.S. Rep., • MSA (2015), • Commission, • Estimate (2018)[8], • Chief of Police, • Acting Mayor and Vice Mayor,Approved,Chartered (town),Chartered (city), • Estimate (2016), • CSA (2015), • Estimate (2016)[1],Metropolitan Statistical Area, • State Assembly, • CA Assembly, • U. S. Rep., • City-Parish President, • City Total, • MSA (2017), • CSA (2017),County seat,Sister cities,Named, • State capital of Connecticut,Population (2010),Major Highways, • Estimate (2016)[9], • City Administrator, • Council members .mw-parser-output .nobold{font-weight:normal}by district number[3], • U.S. rep.,ZIP codes[11], • City Solicitor, • Estimate (2014)[1],Counties[2], • Estimate (2019),Regions,City Charter,Major State Roads, • Council Chair,Incorporated Town,Zip code(s),Incorporated(as Derryfield),Incorporated(as Manchester), • Aldermen, • Mayor Pro Tem,Settled (Pompano Settlement),Incorporated (Town of Pompano),Incorporated (City of Pompano Beach),County[3], • Median household income, • Median home value,A city,Settled (Lake Worth Country Settlement),Incorporated (Town of West Palm Beach),Incorporated (City of West Palm Beach),"Incorporated, Town","Incorporated, City", • CA Senate, • U.S. Congress[5], • Estimate (2016[4]), • Supervisor,GNIS IDs[8][12][13],FIPS code[8][13], • City Admin., • Governing body, • Estimate (2015)[2], • Metro[10],ZIP codes[7],ZIP Codes[9],Area codes[10][11], • Estimate (2015),Formally Incorporated (town), • Town Manager, • Town Clerk, • Councilmember, • Finance Director/ Treasurer, • Common Council[2], • Deputy City Manager, • Estimate (2013)[4], • Manager,FIPS code[3][19][20],GNIS ID[3][19][20], • City administrator, • Estimate (2014)[3], • White, • Asian, • Hispanic, • Black,Bird,Tree,GNIS  feature ID,FIPS code[1][7][25],GNIS ID[1][7][25],Highest elevation[7]
41,Omaha, United States, Nebraska,,,,,,,,,Jean Stothert (R),,138.21 sq mi (357.95 km2),3.60 sq mi (9.32 km2),"975,454 (US: 59th)",,,US: 40th,"3,378.26/sq mi (1,304.35/km2)",,,,UTC−06:00 (CST),UTC−05:00 (CDT),"68022, 68101–68164",,31-37000,0835483[5],,,,,,,,,www.cityofomaha.org,Douglas,,,,,1857,,,,,,,,,,,,,,,,Elizabeth Butler,,"466,061","725,008 (US: 58th)",,,,,"931,666 (US: 57th)",,,,"1,090 ft (332 m)",,,,,,,,,,,,,,,1854,,,,,,,"
Members list
Pete Festersen (D)Ben Gray (D)Chris Jerram (D)Vinny Palermo (D)Rich Pahls (R)Brinker Harding (R}Aimee Melton (R)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"466,061","402, 531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Long Beach, United States, California,,,,,,,Council-manager[3],,Robert Garcia (D)[4],,50.32 sq mi (130.32 km2),1.16 sq mi (3.00 km2)  2.22%,"13,131,431",,,2nd in Los Angeles County7th in California39th in the United States,"9,343.55/sq mi (3,607.56/km2)",,,,UTC−08:00 (Pacific),UTC−07:00 (PDT),,,06-43000,,,,,,,,,,www.longbeach.gov, Los Angeles,Los Angeles-Long Beach,Los Angeles-Long Beach-Anaheim,,,"December 13, 1897[2]",,,,,,,,,,,"1652747, 2410866",,,,,,,"462,257",,,,,,,,,,,,  ,,,,,,,,,,      ,,,,,,,,,,,,Los Angeles International AirportLAX (Major/International),,,,,,,,,,,,,,,,,,, ,Patrick H. West[5],,,,,,,,,,,,,,,,,,,,,,,,,,,,562,,,,,,,,,,,,,,,,,,,,Hollywood Burbank Airport-BUR (Regional) Van Nuys Airport-VNY (Regional) Long Beach Airport-LGB (Regional),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeannine PearceLena GonzalezDaryl Supernaw Suzie PriceDee AndrewsStacy MungoAl AustinRex Richardson (Vice Mayor)Roberto Uranga,Laura L. Doud[6],Doug Haubert[7],52 ft (16 m),"469,450","17,877,006","90801–90810, 90813–90815, 90822, 90831–90835, 90840, 90842, 90844, 90846–90848, 90853, 90895, 90899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Virginia Beach, United States, Virginia,,,,,,,Council-manager,,Bobby Dyer (R),,244.72 sq mi (633.83 km2),252.78 sq mi (654.68 km2),"1,725,246 (37th)",,,,"1,840.58/sq mi (710.65/km2)",,,,UTC−5 (EST),UTC−4 (EDT),,757,51-82000[3],1500261[4],,,,,,,,,www.vbgov.com,None (Independent city),,,,,,,,,,,,,,,,,,,,,,,,"1,212,000",,,,,,,,,10 ft (3 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"437,994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906,1952,"450,189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Oakland, United States, California,San Francisco Bay Area,,,,,The large oak forest that originally covered the area[5],Strong mayor[6],,Libby Schaaf (D)[7],"390,724",55.89 sq mi (144.76 km2),21.97 sq mi (56.90 km2)  28.48%,,,,1st in Alameda County8th in California45th in the United States,"7,514.45/sq mi (2,901.34/km2)",,,Oaklander,UTC−08:00 (Pacific),UTC−07:00 (PDT),"94601–94615, 94617–94624, 94649, 94659–94662, 94666[15]",,06-53000,,,,,,,,,,www.oaklandca.gov[16][17][18], Alameda,,,,,"May 4, 1852[3][4]",,,,,,,,,,,"277566, 2411292",,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,      ,,,,,,,,,,,,Oakland International AirportOAK (Major/International),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nancy Skinner (D)[8],,,43 ft (13 m),,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buffy Wicks (D) andRob Bonta (D)[9],Barbara Lee (D)[10],"425,195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Minneapolis,United States,Minnesota,,,,,,,Weak mayor–council,Minneapolis City Council,Jacob Frey (D),,54.00 sq mi (139.86 km2),3.49 sq mi (9.03 km2),"3,600,618 (US: 16th)[2]",,,"US: 46th 
MN: 1st","7,820.80/sq mi (3,019.64/km2)",,,Minneapolitan,UTC–6 (CST),UTC–5 (CDT),55401–55488 (range includes some ZIP Codes for Minneapolis suburbs),612,27-43000,0655030[5],,,,,,,,,www.minneapolismn.gov,Hennepin,,,,,1867,,,,,,,,,,,,,,,John H. Stevens and Franklin Steele,,,"382,578",,,,,,"4,197,883 (US: 14th)",,,,830 ft (264 m),,,,,,"422,331",,,Minneapolis–Saint Paul International Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisa Bender,Metro Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Tulsa,United States,Oklahoma,,,,,,,Mayor-Council,,G. T. Bynum (R),,192.7 sq mi (483.1 km2),4.2 sq mi (10.9 km2),"991,561 (US: 50th)",,,US: 47th,"2,074/sq mi (801/km2)",,,,UTC−6 (CST),UTC−5 (CDT),,539/918,40-75000,1100962[4],,,,,,,,,cityoftulsa.org,,,,,,,,,,,,,,,,,,"Osage, Rogers, Tulsa, Wagoner",,,,,,"391,906",,,,,,"1,231,458 (US: 45th)",,,,722 ft (194 m),Tulsan,,,,,,"
ZIP codes[3]
74101–74108, 74110, 74112, 74114–74117, 74119–74121, 74126, 74127–74137, 74141, 74145–74150, 74152–74153, 74155–74159, 74169–74172, 74182, 74186–74187, 74192–74193
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"413,505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Arlington,United States,Texas,,,,,,,Council–Manager[1],,Jeff Williams (R),,96.5 sq mi (249.9 km2),3.2 sq mi (8.3 km2),"6,810,913 (4th)(DFW Metroplex)",,,(US: 48th),"3,810/sq mi (1,472/km2)",,,Arlingtonite,UTC−6 (CST),UTC−5 (CDT),76000-76099 (76029 is exclusive to UT-Arlington),,48-04000[5],1372320[6],,,,,,,,,www.arlingtontx.gov,Tarrant,,,,,,,,,,,,,,,"817, 214, 972",,,,,,,,"365,438","5,121,892 (6th)(DFW Metroplex)",,,,,"7,206,144 (7th)(DFW Metroplex)",,,,604 ft (184 m),,,,,,"396,394",,,,,,,,,,,,,,,Trey Yelverton[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Tampa,United States,Florida,,,,1823,,,Mayor-council,,Jane Castor (D),,113.42 sq mi (293.75 km2),61.80 sq mi (160.06 km2)  35.3%,"3,068,511[4]",,,52nd in the US,"3,325.47/sq mi (1,283.97/km2)",,,"Tampan, Tampanian, Tampeño[7]",UTC−5 (EST),UTC−4 (EDT),,813,12-71000[5],0292005[9],,,,,,,,,www.tampagov.net,Hillsborough,,,,,,,,,,,,,,,,,,,,,,,"335,709",2.4 million (17th),,,,,,,,,48 ft (14.6 m),,  ,,,,,"33601–33626, 33629–33631, 33633–33635, 33637, 33646, 33647, 33650, 33655, 33660–33664, 33672–33675, 33677, 33679–33682, 33684–33689, 33694[8]",,,"
St. Pete-Clearwater International Airport
Sarasota-Bradenton International Airport
Lakeland Linder International Airport
",,,,,,,,,,,,,,Tampa International Airport,,,,,,,,,,,,,,,,,,,,,,,,,"385,430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,Tampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 18, 1849","September 10, 1853 andAugust 11, 1873","December 15, 1855 * andJuly 15, 1887",Tampa City Council,"Hillsborough Area Regional Transit, TECO Line Streetcar System, Pinellas Suncoast Transit Authority",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,New Orleans, United States, Louisiana,,,,,,"Philippe II, Duke of Orléans (1674–1723)",Mayor–council,,LaToya Cantrell (D),,169.42 sq mi (438.80 km2),180.43 sq mi (467.30 km2),"1,262,888 (US: 46th)",,,,"2,310.78/sq mi (892.20/km2)",,,New Orleanian,UTC−6 (CST),UTC−5 (CDT),,504,22-55000,,,,,,,,,,nola.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−6.5 to 20 ft (−2 to 6 m),,,,,,,,,,,,,,,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Orleans City Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orleans,"343,829","393,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Wichita,United States,Kansas,,,,,,Wichita people,Council-Manager,,Jeff Longwell (R),,159.29 sq mi (412.56 km2),4.30 sq mi (11.14 km2),"644,610 (US: 85th)","1,302 ft (397 m)",,US: 50thKS: 1stMidwest: 10th,"2,300/sq mi (900/km2)",,,Wichitan,UTC−6 (CST),UTC−5 (CDT),"67201-67221, 67223, 67226-67228, 67230, 67232, 67235, 67260, 67275-67278[7]",,20-79000 [3],,,,,,,,,,wichita.gov,Sedgwick,,,,,1870,,,,,,,,,,,,,,,,,,,,,,,,"680,398 (US: 72nd)",,,,,,,,,,,,,,,,,,,1868,,,,,,Robert Layton,,,,,,,,,,,,,,,,,,,,,,,,,,,,"390,591",,,,,,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"382,368",473862 [3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Cleveland,United States,Ohio,,,,,,Moses Cleaveland,Mayor–council,Cleveland City Council,Frank G. Jackson (D),,77.70 sq mi (201.24 km2),4.77 sq mi (12.35 km2),"2,055,612 (US: 32nd)",653 ft (199 m),,US: 51st,"5,107.0/sq mi (1,971.8/km2)",,,Clevelander,UTC−5 (EST),UTC−4 (EDT),,,39-16000,1066654,,,,,,,,,www.cleveland-oh.gov,Cuyahoga,,,,,"December 23, 1814 (village)",,,,,,,,,,,,,,,,,,"396,698","1,780,673 (US: 25th)",,,,,"3,501,538 (US: 16th)",,,,,,,,,,,"
Zip codes[6]
44101-44106, 44108-44115, 44118-44122, 44124-44130, 44134-44135, 44143-44144, 44181, 44188, 44190-44195, 44197-44199
",,,,,,,,"July 22, 1796",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"385,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"March 6, 1836 (city)[1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Bakersfield, United States of America, California,San Joaquin Valley,,,,,Thomas Baker,Council-Manager,Bakersfield City Council,Karen K. Goh (R)[4],,149.73 sq mi (387.80 km2),1.47 sq mi (3.81 km2)  0.97%,"8,161.42 sq mi (21,138.0 km2)",,,1st in Kern County9th in California52nd in the United States,"2,543.76/sq mi (982.15/km2)",,,Bakersfieldian,UTC−8 (Pacific),UTC−7 (PDT),,,06-03526,,,,,,,,,,www.bakersfieldcity.us,Kern,,,,,1873–1876[2],,,404 ft (123 m),,,,,,,,"1652668, 2409774",,,,,,,"347,483",138.44 sq mi (358.6 km2),,,,,,,, (planned),,,,,,,,"93220, 93241, 93263, 93301–93309, 93311–93314, 93380–93390, 93399",,,,,      ,,,,,,,,,Alan Tandy[5],,,,,,,,,,,"380,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,800/sq mi (1,500/km2)",100/sq mi (40/km2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 11, 1898[3]",Nelson Smith[6],Christopher Gerry[citation needed],"523,994","839,631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
